landuse,name,lat,lon,city_found,sample_method,operator,parking,surface,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,product,website,source,brand,brand:wikidata,office,place,building,shop,fixme,addr:country,LandPro08:DE3,LandPro08:LC_NAME,LandPro08:LU_NAME,LandPro08:reviewed,amenity,access,fee,leisure,wikidata,description,internet_access,opening_hours,religion,start_date,tourism,wikipedia,ele,gnis:feature_id,air_conditioning,bar,branch,designation,fax,internet_access:fee,rooms,smoking,wheelchair,cuisine,ref:vcgi:esiteid,operator:wikidata,waste,check_date,disused:amenity,disused:name,takeaway,sport,drive_through,guest_house,note,communication:mobile_phone,man_made,owner,tower:construction,tower:type,trade,boundary,addr:housename
commercial,Washington Manor Park,39.1828853,-76.7669161,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,neighbourhood,,,,,,,,,,,,,,,,,,,,,60,1709148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Annapolis Inflatables,38.9736153,-76.5238668,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,boat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Floyd's 99 Barbershop,39.0237521,-76.6915095,STATE_WIDE,fallback,,,,Gambrills,101,21054,MD,Crain Highway,,,,,,Floyd's 99 Barbershop,Q120599645,,,,hairdresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.0092665,-77.0400987,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.0420982,-76.9876932,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.149988,-77.0677638,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1520965,-77.0655838,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1557908,-77.0673178,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1535623,-77.0692791,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1505469,-77.0589051,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1795674,-77.0588526,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1537984,-77.0659257,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1483487,-77.0657789,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.1542263,-77.0682523,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,38.3097817,-76.5411228,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,38.2584413,-76.4728153,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,38.2871588,-76.4811306,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,38.2638932,-76.4133408,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,39.0404618,-77.0314998,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Sulphur Spring Business Park,39.2470064,-76.6812612,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Big Lake Quarters,53.5738199,-113.6905637,Big Lake,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5375945,-93.7050567,Aitkin Township,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5306287,-93.7102383,Aitkin Township,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5317996,-93.7098241,Aitkin Township,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5375665,-93.7072161,Aitkin Township,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5368672,-93.7061978,Aitkin Township,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.5424884,-95.1059429,Redwood Falls,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.5426275,-95.104786,Redwood Falls,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,47.4912156,-111.2861731,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5907119,-112.0381229,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5912696,-112.0394354,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5901194,-112.0372994,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5865862,-112.0415492,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5923298,-112.0393341,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5984305,-112.0309506,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.7754199,-113.7143049,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.7774791,-113.7098441,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5875231,-112.0138182,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5899993,-112.0175503,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5894729,-112.0176958,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5894583,-112.0189908,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5893741,-112.021057,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5989641,-112.0175708,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.591715,-112.006327,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,48.1937609,-106.6360364,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,46.5927078,-112.0011308,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,ABC Mini Storage,45.9280591,-112.4917306,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,storage_rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,ABC Mini Storage,45.9337173,-112.5015687,STATE_WIDE,fallback,,,,Butte,6307,,MT,Highway 2,,,,,,,,,,,storage_rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Student Transportation of America North Terminal,41.3143374,-95.9188157,STATE_WIDE,fallback,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,40.713042,-99.1202846,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Westfield Office Park,41.2693487,-96.0667926,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Nicholas Street Office Park,41.2693368,-96.07004,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.3072454,-96.0675594,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Pioneer Square,41.3081078,-96.0676558,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,One Pacific Place Offices,41.2472716,-96.0714908,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Pacific Springs Square,41.2490507,-96.1921844,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.2325497,-96.1361474,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Harvey Oaks,41.234921,-96.143821,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.2368248,-96.1397051,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.2330803,-96.1477894,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.2349744,-96.1310283,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Valmont Industries,41.327588,-96.3668909,STATE_WIDE,fallback,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,40.662886,-96.1776016,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,40.669385,-96.1854252,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Twin Creek Plaza North,41.1486167,-95.9701075,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,The Beach House - Lake McConaughy,41.2539269,-101.6837868,STATE_WIDE,fallback,,,,,,,,,,+1-308-726-2892,,https://www.lakemacbeachhouse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.1167821,-95.9441195,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.2205909,-95.9764169,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,43.569476,-76.1200565,Village of Pulaski,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,43.5703981,-76.1259292,Village of Pulaski,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,43.5534061,-76.1112736,Village of Pulaski,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,43.5576708,-76.1166635,Village of Pulaski,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,43.5655094,-76.1265638,Village of Pulaski,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4684239,-83.304244,Painttown Community ᎠᏂᏬᏘ,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4694981,-83.3073311,Painttown Community ᎠᏂᏬᏘ,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4677503,-83.3007807,Painttown Community ᎠᏂᏬᏘ,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4681026,-83.2989076,Painttown Community ᎠᏂᏬᏘ,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.470217,-83.302796,Painttown Community ᎠᏂᏬᏘ,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Sheraton,35.4670643,-97.5149789,STATE_WIDE,fallback,,,,Oklahoma City,1,73102,OK,North Broadway Avenue,,+1 405-235-2780,,https://www.marriott.com/en-us/hotels/okcsi-sheraton-oklahoma-city-downtown-hotel/overview/,,Sheraton,Q634831,,,,,,,,,,,,,,,,,yes,,,,hotel,,,,yes,yes,Oklahoma City Downtown,tourism,+1 405-232-8752,no,396,no,yes,,,,,,,,,,,,,,,,,,,,
commercial,,36.1177641,-95.9161024,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,36.088715,-95.9064065,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,36.1176639,-95.8882512,STATE_WIDE,fallback,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,City Auto Repair,35.4789893,-97.5549026,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Guatemex Body Shop,35.4799749,-97.5480544,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4814505,-97.55383,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,laundry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,The Hungry Frog,35.4788869,-97.5481667,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Gramajo Auto Repair,35.4814442,-97.552007,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4801797,-97.5481601,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Xela Auto Repair,35.481531,-97.5481504,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4821289,-97.5527666,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Nic's Grill,35.4809222,-97.5481525,STATE_WIDE,fallback,,,,,1201,73107,,North Pennsylvania Avenue,,,,https://nics-grill.weeblyte.com/,,,,,,,,,,,,,,restaurant,,,,,,,Mo-Sa 11:00-14:00,,,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,
commercial,The Lumber Shed,35.4789457,-97.5595043,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Carpet Depot,35.4789642,-97.558558,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Glass Doctor,35.4820367,-97.5653566,STATE_WIDE,fallback,,,,Oklahoma City,1300,73107,OK,North May Avenue,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Danny's Blues Saloon,35.47897,-97.5580365,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,7-Eleven,35.4789093,-97.5652117,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,convenience,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.483166,-97.5653822,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,35.4845448,-97.5653814,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,33.4824876,-84.5828527,Tyrone,city,,,,,,,,,,,,,LandPro08,,,,,,,,,UNDEVELOPED,TRANSITIONAL,TRANSITIONAL,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,33.4707703,-84.6037559,Tyrone,city,,,,,,,,,,,,,LandPro08,,,,,,,,,DEVELOPED,COMMERCIAL,COMMERCIAL,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,33.4789123,-84.5845669,Tyrone,city,,,,,,,,,,,,,LandPro08,,,,,,,,,DEVELOPED,COMMERCIAL,COMMERCIAL,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,33.4898218,-84.5778219,Tyrone,city,,,,,,,,,,,,,LandPro08,,,,,,,,,DEVELOPED,COMMERCIAL,COMMERCIAL,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,33.4938519,-84.5774226,Tyrone,city,,,,,,,,,,,,,LandPro08,,,,,,,,,DEVELOPED,COMMERCIAL,COMMERCIAL,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.4533362,-98.6977829,Wessington,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,43.178222,-103.2356358,Oelrichs,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Body Tech,44.2615389,-72.5763091,STATE_WIDE,fallback,,,,Montpelier,36,05602,,Elm Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Washington County Youth Service Bureau,44.2615107,-72.5759117,STATE_WIDE,fallback,,,,Montpelier,38,05602,VT,Elm Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165158,,,,,,,,,,,,,,,,,,
commercial,,44.4909035,-73.0485262,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Hillside East,44.4376898,-73.1132253,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.43671,-73.1094119,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Champlain Valley Compost Company Compost Site,44.3453198,-73.2604625,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,former site of Vt Milk & Cream creamery,43.5867902,-73.2747813,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,ruins of RRL&P trolley barn & shops,43.5946443,-73.2615817,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.0512568,-73.1677777,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,KCXX Doppler radar operations site,44.511269,-73.1666282,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,45.0046231,-72.0997302,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.9353758,-72.2095719,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.8107605,-73.0874923,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Vermont Natural Ag Products,43.9909367,-73.1281163,STATE_WIDE,fallback,,,,,,,,,,,,http://www.vermontnaturalagproducts.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.810066,-72.2043017,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.9519978,-72.1411844,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.4212867,-72.0040551,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.4216024,-72.0147695,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.4055237,-72.9966072,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Waterbury State Office Complex,44.3320046,-72.752826,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Cost Cutters,37.2721559,-79.885981,STATE_WIDE,fallback,,,,,,,,,,,,,,Cost Cutters,Q62029366,,,,hairdresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Goodwill,38.1305197,-79.0621878,STATE_WIDE,fallback,Goodwill Industries of the Valleys,,,,,,,,,,,,,Goodwill,Q5583655,,,,charity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q54624114,,,,,,,,,,,,,,,,,
